Lastname,Firstname,FamilyIncome,TypeofSeniorHighSchool,ProgramEnrolled,MunicipalityOfOrigin,Grade12GWA,Sex
Cruz,Juan,65582,Private,Economics,Cervantes,89.38,Male
Santos,Luisa,88557,Public,Economics,Batac,94.6,Female
Santos,Carlos,82765,Private,Economics,Narvacan,96.7,Male
Gonzales,Carlos,78376,Public,Sociology,San Fernando,93.58,Male
Lopez,Ana,82893,Private,Accountancy,Santa,88.46,Female
Flores,Pedro,81339,Public,Engineering,Candon,98.22,Male
Cruz,Elena,70948,Private,Computer Science,Santa,98.67,Female
Santos,Maria,78881,Public,Sociology,Cervantes,96.33,Male
Rivera,Rosa,68331,Private,Literature,San Fernando,96.74,Female
Garcia,Maria,73676,Public,Economics,Laoag,99.46,Female
Garcia,Jose,59364,Private,Computer Science,San Fernando,90.11,Female
Santos,Juan,85224,Public,Computer Science,Tagudin,96.12,Female
Lopez,Carlos,49211,Private,History,Batac,96.65,Male
Flores,Carlos,33922,Public,Biology,Tagudin,86.58,Female
Reyes,Ana,77142,Private,Biology,Narvacan,87.92,Female
Mendoza,Ana,99450,Public,Engineering,Batac,89.59,Male
Gonzales,Maria,79240,Private,Finance,Baguio,91.56,Female
Mendoza,Ana,96904,Public,History,Tagudin,99.65,Female
Santos,Jose,92696,Private,Economics,Batac,96.2,Male
Garcia,Luisa,42302,Public,Biology,Candon,85.55,Female
Cruz,Maria,58756,Private,Psychology,Laoag,95.36,Male
Cruz,Luisa,45174,Public,Sociology,Batac,96.77,Female
Flores,Rosa,46694,Private,Biology,Vigan,98.75,Female
Rivera,Jose,40930,Public,Psychology,Narvacan,94.9,Female
Flores,Pedro,34603,Private,Psychology,San Fernando,92.69,Male
Reyes,Pedro,64055,Public,Psychology,Santa,88.49,Male
Flores,Elena,62346,Private,Engineering,Tagudin,92.65,Female
Santos,Rosa,92256,Public,Sociology,Cervantes,87.81,Male
Torres,Ana,74547,Private,Finance,Santa,99.88,Male
Reyes,Juan,40601,Public,History,Candon,88.21,Female
Cruz,Carlos,79417,Private,Psychology,Cervantes,96.81,Female
Gonzales,Rosa,62194,Public,Engineering,Laoag,89.27,Male
Garcia,Ana,86903,Private,Finance,Batac,88.27,Female
Cruz,Rosa,53383,Public,Psychology,Cervantes,87.77,Female
Lopez,Carlos,33025,Private,Accountancy,Tagudin,99.33,Male
Santos,Jose,57858,Public,Sociology,Baguio,92.78,Female
Flores,Rosa,53058,Private,Computer Science,Tagudin,95.91,Male
Cruz,Miguel,82776,Public,History,Batac,93.62,Male
Santos,Jose,40080,Private,Accountancy,Baguio,98.45,Female
Garcia,Juan,83264,Public,Accountancy,Vigan,96.48,Male
Flores,Rosa,76678,Private,Computer Science,Candon,95.68,Female
Mendoza,Carlos,74512,Public,Sociology,San Fernando,95.47,Female
Lopez,Elena,87834,Private,Biology,Santa,98.54,Male
Rivera,Jose,81911,Public,Economics,Laoag,88.14,Female
Rivera,Ana,67751,Private,Accountancy,Laoag,97.82,Female
Torres,Elena,77593,Public,Computer Science,Vigan,94.61,Male
Reyes,Juan,55125,Private,Computer Science,Baguio,96.66,Female
Santos,Miguel,83542,Public,Economics,Baguio,90.23,Female
Reyes,Pedro,52957,Private,Accountancy,Laoag,93.47,Female
Reyes,Juan,73469,Public,Psychology,Santa,94.57,Male
Rivera,Jose,82617,Private,Finance,Batac,88.17,Male
Torres,Maria,31287,Public,Psychology,Santa,88.1,Male
Torres,Carlos,69716,Private,History,Baguio,99.82,Male
Cruz,Rosa,34776,Public,Sociology,Cervantes,98.58,Male
Garcia,Elena,75296,Private,Psychology,Candon,94.71,Female
Torres,Pedro,33823,Public,Engineering,Vigan,97.81,Female
Torres,Rosa,41042,Private,Finance,Cervantes,95.28,Male
Santos,Carlos,41441,Public,Sociology,Tagudin,96.1,Male
Rivera,Carlos,35136,Private,Accountancy,Santa,94.08,Female
Rivera,Luisa,99896,Public,Engineering,Santa,89.77,Female
Flores,Pedro,48094,Private,Literature,San Fernando,97.85,Female
Rivera,Maria,61618,Public,Psychology,Laoag,95.36,Male
Torres,Rosa,53722,Private,Sociology,Narvacan,91.5,Female
Santos,Juan,60645,Public,Sociology,Narvacan,94.37,Male
Cruz,Rosa,59993,Private,Accountancy,Tagudin,97.34,Male
Garcia,Rosa,69796,Public,Engineering,Vigan,94.64,Male
Cruz,Maria,34533,Private,Computer Science,Tagudin,94.27,Male
Mendoza,Luisa,68733,Public,Economics,Santa,86.56,Female
Garcia,Elena,93782,Private,Accountancy,Vigan,97.13,Female
Gonzales,Luisa,86090,Public,Psychology,San Fernando,95.93,Male
Santos,Luisa,72725,Private,History,Candon,96.26,Male
Cruz,Jose,31532,Public,Finance,Baguio,93.87,Female
Flores,Elena,69690,Private,Literature,Vigan,98.91,Female
Mendoza,Miguel,31760,Public,Economics,Narvacan,89.85,Female
Cruz,Luisa,40066,Private,Accountancy,Tagudin,89.87,Male
Reyes,Pedro,82233,Public,Computer Science,Tagudin,88.21,Male
Cruz,Ana,72964,Private,Computer Science,Baguio,87.93,Male
Gonzales,Ana,89293,Public,Sociology,Santa,95,Male
Gonzales,Juan,36856,Private,Biology,Batac,94.11,Male
Garcia,Miguel,56860,Public,Psychology,Laoag,86.91,Male
Garcia,Pedro,67667,Private,History,Narvacan,87.91,Male
Torres,Miguel,58886,Public,Economics,Narvacan,88.64,Female
Cruz,Rosa,90660,Private,Psychology,Laoag,98.01,Female
Gonzales,Ana,33501,Public,Psychology,Candon,88.63,Female
Torres,Luisa,65020,Private,History,Cervantes,96.19,Female
Mendoza,Elena,92305,Public,Economics,Tagudin,85.31,Male
Flores,Carlos,33535,Private,Economics,Narvacan,97.44,Female
Santos,Miguel,45194,Public,Sociology,Baguio,94.56,Male
Cruz,Carlos,68249,Private,Psychology,Cervantes,91.73,Female
Garcia,Carlos,55637,Public,Literature,Santa,91.69,Female
Garcia,Jose,41245,Private,Accountancy,Cervantes,90.51,Male
Cruz,Elena,81885,Public,Engineering,San Fernando,95.08,Female
Torres,Jose,62342,Private,History,Laoag,97.03,Female
Flores,Juan,58800,Public,Computer Science,Baguio,94.38,Male
Rivera,Rosa,71608,Private,Sociology,Vigan,91.38,Female
Cruz,Rosa,93513,Public,Accountancy,Cervantes,97.18,Female
Reyes,Juan,56976,Private,Biology,Candon,85.97,Female
Rivera,Elena,34895,Public,Literature,Batac,96.02,Male
Lopez,Maria,91452,Private,Computer Science,San Fernando,92.24,Male
Mendoza,Juan,48603,Public,Sociology,Laoag,96.17,Male
Flores,Carlos,78724,Private,Economics,Baguio,92.16,Male
Mendoza,Jose,52966,Public,Economics,Vigan,91.73,Male
Rivera,Jose,64724,Private,Engineering,Candon,96.88,Male
Gonzales,Miguel,89790,Public,Finance,Batac,90.99,Male
Gonzales,Ana,65994,Private,Engineering,Baguio,89.16,Male
Cruz,Jose,49618,Public,History,Candon,87.7,Male
Gonzales,Elena,75785,Private,History,Laoag,87.71,Male
Gonzales,Miguel,52534,Public,Biology,Tagudin,86.7,Male
Flores,Rosa,83726,Private,Biology,Tagudin,86.7,Female
Garcia,Maria,64678,Public,History,Batac,94.56,Female
Rivera,Juan,94690,Private,Sociology,Vigan,91.46,Female
Mendoza,Juan,68603,Public,Psychology,Cervantes,89.94,Male
Mendoza,Elena,40100,Private,History,Tagudin,97.71,Male
Rivera,Pedro,67934,Public,Finance,Laoag,94.81,Female
Torres,Maria,59971,Private,Biology,Vigan,87.68,Female
Torres,Ana,49943,Public,Psychology,Vigan,93.65,Male
Flores,Pedro,83966,Private,Engineering,San Fernando,86.38,Female
Reyes,Jose,67664,Public,Psychology,Candon,98.88,Male
Mendoza,Jose,48939,Private,Engineering,Vigan,96.05,Female
Mendoza,Rosa,78124,Public,Economics,Batac,97.56,Male
Reyes,Miguel,72208,Private,Psychology,Candon,92.01,Female
Lopez,Maria,43887,Public,Engineering,Baguio,96.92,Female
Gonzales,Elena,32582,Private,Economics,Cervantes,93.91,Female
Santos,Juan,81969,Public,Literature,Vigan,90.61,Male
Flores,Luisa,66688,Private,Accountancy,Batac,97.29,Female
Gonzales,Pedro,90498,Public,Literature,Narvacan,89.55,Male
Cruz,Elena,72000,Private,Finance,Baguio,85.22,Female
Torres,Ana,71284,Public,Engineering,Tagudin,86.48,Male
Santos,Pedro,31381,Private,Computer Science,Vigan,95.22,Male
Rivera,Maria,99465,Public,Computer Science,Narvacan,93,Male
Garcia,Jose,84627,Private,Biology,Baguio,88.63,Female
Reyes,Elena,73970,Public,Biology,Tagudin,93.77,Female
Reyes,Juan,40516,Private,Biology,Tagudin,95.25,Female
Mendoza,Maria,54283,Public,Computer Science,Santa,85.5,Female
Gonzales,Carlos,99694,Private,Sociology,Narvacan,99.05,Female
Reyes,Elena,99282,Public,Accountancy,Santa,92.48,Female
Cruz,Carlos,90160,Private,Psychology,Tagudin,98.26,Male
Mendoza,Jose,77337,Public,Literature,Candon,88.95,Male
Flores,Ana,62572,Private,Biology,Candon,99.54,Female
Gonzales,Rosa,62497,Public,Accountancy,Laoag,91.94,Female
Gonzales,Luisa,35935,Private,Accountancy,Narvacan,98.59,Female
Garcia,Miguel,75135,Public,Engineering,San Fernando,93.03,Male
Cruz,Luisa,73183,Private,Economics,Cervantes,88.16,Male
Garcia,Ana,68300,Public,History,Tagudin,91.22,Male
Garcia,Rosa,58487,Private,Psychology,Vigan,99.77,Male
Flores,Elena,92720,Public,Finance,Narvacan,92.5,Female
Mendoza,Miguel,35881,Private,Literature,Vigan,90.05,Female
Santos,Juan,64237,Public,Sociology,Narvacan,93.53,Female
Cruz,Miguel,65233,Private,Biology,Santa,87.66,Female
Torres,Maria,51848,Public,Finance,Laoag,88.88,Male
Mendoza,Luisa,91184,Private,Accountancy,Narvacan,97.96,Male
Reyes,Jose,99473,Public,Engineering,Vigan,92.37,Female
Mendoza,Pedro,80703,Private,Finance,Cervantes,88.87,Female
Gonzales,Miguel,40964,Public,Economics,San Fernando,89.97,Male
Santos,Miguel,92622,Private,Economics,Tagudin,88.24,Female
Gonzales,Maria,87715,Public,Computer Science,Baguio,86.53,Male
Santos,Jose,85535,Private,Economics,Narvacan,99.56,Female
Mendoza,Luisa,31095,Public,Literature,Narvacan,90.37,Female
Cruz,Maria,51717,Private,History,Candon,97.09,Female
Torres,Carlos,73515,Public,Literature,Batac,99.01,Male
Santos,Miguel,94175,Private,Economics,Baguio,93.22,Male
Rivera,Rosa,59788,Public,Accountancy,Santa,89.97,Female
Reyes,Pedro,35571,Private,Biology,Tagudin,94.59,Female
Mendoza,Carlos,81938,Public,Finance,Candon,91,Female
Flores,Luisa,72470,Private,History,Vigan,91.84,Male
Rivera,Jose,92383,Public,Psychology,Santa,90.85,Female
Cruz,Miguel,59712,Private,Economics,Baguio,85.31,Male
Rivera,Rosa,55722,Public,Sociology,Santa,92.07,Female
Cruz,Ana,35269,Private,History,Candon,97.3,Female
Reyes,Jose,53350,Public,Psychology,Vigan,97.67,Male
Rivera,Pedro,85823,Private,Economics,Candon,99.72,Female
Cruz,Miguel,71845,Public,Economics,Laoag,91.23,Male
Gonzales,Ana,34825,Private,Computer Science,Narvacan,85.86,Female
Rivera,Pedro,34350,Public,Biology,Candon,93.06,Male
Rivera,Rosa,67858,Private,Literature,Laoag,85.22,Female
Rivera,Juan,86858,Public,Literature,Cervantes,89.22,Female
Rivera,Luisa,39880,Private,Psychology,Batac,86.21,Male
Garcia,Elena,65454,Public,Psychology,Santa,90.42,Female
Mendoza,Maria,94753,Private,Biology,Batac,91.21,Female
Santos,Juan,78092,Public,Biology,Cervantes,95.81,Male
Cruz,Luisa,33310,Private,Sociology,Cervantes,99.54,Female
Reyes,Luisa,97404,Public,Biology,Santa,99.68,Male
Rivera,Pedro,97205,Private,Literature,Cervantes,97.34,Female
Lopez,Pedro,76843,Public,Accountancy,San Fernando,96.55,Male
Reyes,Jose,47431,Private,Accountancy,Tagudin,88.2,Female
Lopez,Jose,58454,Public,Biology,Cervantes,94.16,Female
Mendoza,Carlos,78890,Private,Engineering,Tagudin,94.42,Male
Lopez,Elena,30492,Public,Accountancy,Candon,86.82,Female
Santos,Rosa,39965,Private,Engineering,Laoag,95.48,Male
Gonzales,Pedro,30123,Public,Literature,Laoag,93.05,Female
Gonzales,Miguel,82948,Private,Sociology,San Fernando,95.97,Female
Flores,Maria,73463,Public,Biology,Baguio,98.76,Female
Mendoza,Elena,66281,Private,Sociology,Vigan,86.38,Female
Torres,Carlos,63860,Public,Economics,Baguio,93.97,Female
Santos,Juan,89706,Private,Psychology,Tagudin,89.59,Female
Santos,Ana,41217,Public,Economics,Cervantes,96.32,Female
Santos,Pedro,42785,Private,Accountancy,Vigan,96.04,Female
Garcia,Ana,97361,Public,Psychology,San Fernando,98.34,Female
Torres,Maria,84004,Private,Computer Science,Vigan,91.97,Male
Mendoza,Ana,72290,Public,Biology,Narvacan,91.76,Female
Cruz,Jose,92038,Private,Psychology,Vigan,89.39,Female
Gonzales,Miguel,77164,Public,Computer Science,Batac,93.45,Male
Cruz,Jose,59974,Private,Biology,Baguio,90.67,Female
Garcia,Pedro,40998,Public,History,Cervantes,98.58,Male
Flores,Rosa,56306,Private,History,Cervantes,86.57,Female
Rivera,Luisa,74387,Public,Psychology,Baguio,93.63,Male
Reyes,Elena,30445,Private,Literature,Tagudin,96.34,Male
Rivera,Pedro,78029,Public,Biology,Vigan,95.84,Male
Lopez,Rosa,47634,Private,Sociology,Narvacan,89.21,Male
Santos,Carlos,59184,Public,Engineering,Narvacan,85.01,Male
Santos,Juan,94552,Private,History,Narvacan,92.61,Female
Flores,Elena,48388,Public,Finance,Batac,86.48,Female
Garcia,Rosa,34773,Private,History,Narvacan,91.81,Male
Mendoza,Luisa,78854,Public,Accountancy,Laoag,98.77,Female
Rivera,Jose,90386,Private,Finance,Narvacan,94.79,Female
Flores,Luisa,51969,Public,Economics,Cervantes,96.52,Female
Flores,Luisa,74484,Private,Finance,Vigan,93.58,Male
Rivera,Carlos,38301,Public,Literature,Tagudin,95.65,Female
Rivera,Carlos,43325,Private,Literature,Candon,86.65,Male
Mendoza,Pedro,43349,Public,Finance,Narvacan,93.54,Female
Cruz,Miguel,73081,Private,Psychology,Vigan,87.85,Female
Santos,Jose,89954,Public,Economics,Laoag,90,Female
Torres,Ana,57244,Private,History,Cervantes,96.95,Female
Cruz,Rosa,78767,Public,Computer Science,Tagudin,95.22,Female
Rivera,Jose,38742,Private,History,Cervantes,91.63,Male
Garcia,Elena,67486,Public,History,Candon,99.45,Male
Garcia,Elena,34378,Private,Finance,Laoag,86.06,Female
Flores,Miguel,49460,Public,Biology,Vigan,87.54,Female
Rivera,Miguel,44423,Private,History,Laoag,94.17,Female
Lopez,Juan,63742,Public,Biology,Vigan,85,Female
Santos,Miguel,52622,Private,Finance,Candon,86.33,Female
Lopez,Carlos,59166,Public,Engineering,Laoag,97.27,Female
Torres,Elena,64650,Private,Engineering,Tagudin,98.25,Male
Reyes,Luisa,53126,Public,Sociology,Cervantes,85.13,Female
Rivera,Rosa,67568,Private,Biology,Baguio,86.49,Female
Gonzales,Elena,59155,Public,Sociology,Tagudin,98.35,Female
Torres,Maria,43936,Private,Accountancy,Santa,99.8,Female
Garcia,Luisa,59847,Public,Economics,San Fernando,85.02,Male
Mendoza,Pedro,86062,Private,Engineering,Batac,98.36,Female
Lopez,Ana,38481,Public,Psychology,Baguio,88.16,Female
Flores,Pedro,37481,Private,Accountancy,Narvacan,89.14,Male
Rivera,Luisa,31541,Public,Engineering,Cervantes,87.74,Male
Rivera,Luisa,54220,Private,Computer Science,Candon,91.95,Male
Flores,Elena,99683,Public,Psychology,Santa,94.19,Male
Torres,Juan,81389,Private,Sociology,Baguio,93.72,Male
Mendoza,Rosa,93617,Public,Sociology,Narvacan,92.89,Male
Garcia,Rosa,51216,Private,Economics,Tagudin,92.94,Female
Flores,Maria,78090,Public,Biology,Laoag,89.13,Female
Mendoza,Ana,79553,Private,Engineering,Cervantes,96.28,Female
Flores,Miguel,59886,Public,Psychology,Tagudin,88.9,Male
Garcia,Rosa,72079,Private,Literature,Batac,95.58,Female
Lopez,Maria,81403,Public,Psychology,Narvacan,89.61,Male
Torres,Rosa,51620,Private,Literature,Candon,97.37,Male
Reyes,Luisa,49668,Public,History,Laoag,86.9,Female
Torres,Miguel,88854,Private,Sociology,Candon,94.97,Male
Torres,Carlos,91590,Public,Engineering,Cervantes,94.82,Female
Cruz,Rosa,40624,Private,Sociology,Batac,99.44,Male
