ID,Lastname,Firstname,FamilyIncome,TypeofSeniorHighSchool,ProgramEnrolled,MunicipalityOfOrigin,Grade12GWA,Sex
1623,Garcia,Miguel,86222,Public,Psychology,Cervantes,89.61,Female
1624,Santos,Ana,98839,Private,Literature,Vigan,96.42,Female
1625,Reyes,Luisa,40754,Public,History,Laoag,91.54,Female
1626,Cruz,Luisa,76876,Private,Computer Science,Santa,98.37,Female
1627,Torres,Rosa,68479,Public,Engineering,Baguio,99.02,Male
1628,Lopez,Juan,64633,Private,History,Vigan,90.77,Female
1629,Garcia,Elena,66576,Public,Accountancy,San Fernando,94.89,Female
1630,Gonzales,Pedro,74219,Private,Sociology,Cervantes,97.54,Female
1631,Lopez,Miguel,99505,Public,Computer Science,Narvacan,91.8,Female
1632,Lopez,Carlos,58619,Private,Engineering,Tagudin,97.22,Female
1633,Lopez,Rosa,36675,Public,History,Santa,90.14,Female
1634,Rivera,Carlos,94628,Private,History,Candon,91.66,Male
1635,Flores,Miguel,90329,Public,Economics,Tagudin,96.67,Male
1636,Gonzales,Pedro,41785,Private,Computer Science,Batac,97,Female
1637,Gonzales,Ana,36933,Public,Economics,San Fernando,96.41,Female
1638,Torres,Carlos,76886,Private,Biology,Cervantes,91.71,Male
1639,Cruz,Jose,39685,Public,Sociology,Narvacan,91.73,Male
1640,Gonzales,Ana,69590,Private,Finance,Narvacan,94.75,Female
1641,Cruz,Luisa,36775,Public,Finance,Batac,86.95,Female
1642,Torres,Juan,88511,Private,Engineering,Tagudin,99.8,Female
1643,Gonzales,Jose,44016,Public,Psychology,San Fernando,98.13,Female
1644,Lopez,Ana,57967,Private,Computer Science,Cervantes,97.2,Male
1645,Lopez,Jose,31112,Public,Literature,Laoag,99.03,Female
1646,Lopez,Rosa,77212,Private,Literature,Laoag,99.21,Female
1647,Santos,Carlos,53025,Public,Computer Science,Candon,91.15,Male
1648,Lopez,Miguel,74678,Private,Accountancy,Baguio,89.76,Female
1649,Flores,Carlos,91444,Public,Finance,Cervantes,86.85,Female
1650,Torres,Elena,55130,Private,Engineering,Candon,99.02,Female
1651,Reyes,Juan,30203,Public,Engineering,San Fernando,89,Male
1652,Reyes,Jose,72102,Private,Computer Science,Baguio,94.68,Male
1653,Reyes,Elena,41992,Public,Engineering,Batac,92.02,Male
1654,Lopez,Ana,56364,Private,Literature,Batac,87.99,Female
1655,Mendoza,Juan,69716,Public,Biology,Baguio,87.94,Male
1656,Gonzales,Jose,76187,Private,Psychology,Tagudin,90.73,Male
1657,Garcia,Luisa,38831,Public,Economics,Batac,91.78,Male
1658,Flores,Pedro,71054,Private,Literature,San Fernando,94.2,Male
1659,Cruz,Carlos,74414,Public,Psychology,Narvacan,98.2,Female
1660,Garcia,Rosa,96784,Private,Finance,Batac,96.36,Male
1661,Mendoza,Carlos,48722,Public,History,Baguio,89.08,Female
1662,Flores,Luisa,64520,Private,Finance,Vigan,87.55,Male
1663,Flores,Maria,45698,Public,Computer Science,Candon,96.95,Male
1664,Garcia,Luisa,86689,Private,Economics,Narvacan,91.56,Male
1665,Flores,Luisa,59710,Public,Computer Science,Baguio,94.23,Female
1666,Reyes,Pedro,91990,Private,Finance,San Fernando,93,Female
1667,Reyes,Jose,32070,Public,Engineering,Tagudin,97.37,Male
1668,Lopez,Rosa,45782,Private,Literature,Tagudin,91.41,Male
1669,Cruz,Jose,60431,Public,Accountancy,Laoag,93.9,Male
1670,Gonzales,Luisa,64004,Private,Computer Science,Narvacan,98.5,Female
1671,Gonzales,Rosa,39254,Public,Economics,Batac,88.74,Female
1672,Reyes,Jose,45182,Private,Accountancy,San Fernando,87.36,Female
1673,Flores,Pedro,87517,Public,Computer Science,San Fernando,87.17,Male
1674,Torres,Carlos,97234,Private,Accountancy,Vigan,92.66,Female
1675,Reyes,Rosa,54767,Public,Accountancy,Vigan,92.52,Female
1676,Reyes,Maria,98344,Private,Psychology,Cervantes,99.64,Male
1677,Rivera,Juan,32500,Public,Literature,Candon,97.93,Male
1678,Gonzales,Carlos,76097,Private,History,Batac,93.34,Female
1679,Reyes,Luisa,95228,Public,Sociology,San Fernando,91.26,Male
1680,Cruz,Maria,73633,Private,Literature,Narvacan,95.51,Male
1681,Cruz,Jose,78021,Public,Finance,Tagudin,93.19,Male
1682,Garcia,Rosa,42758,Private,Sociology,Santa,93.1,Male
1683,Gonzales,Jose,57257,Public,Psychology,San Fernando,94.81,Male
1684,Mendoza,Pedro,55611,Private,Psychology,Batac,91.73,Male
1685,Lopez,Pedro,46383,Public,Psychology,Batac,86,Female
1686,Mendoza,Luisa,39809,Private,Sociology,Candon,91.91,Female
1687,Mendoza,Ana,72648,Public,Sociology,Narvacan,88.19,Male
1688,Garcia,Luisa,30039,Private,Engineering,Santa,93.73,Female
1689,Mendoza,Elena,45650,Public,Biology,Cervantes,88.94,Female
1690,Flores,Ana,55887,Private,Biology,Laoag,99.13,Male
1691,Gonzales,Maria,77412,Public,Finance,San Fernando,97.82,Male
1692,Santos,Luisa,44826,Private,Computer Science,Cervantes,91,Male
1693,Rivera,Ana,43190,Public,Psychology,San Fernando,99.34,Female
1694,Garcia,Pedro,96215,Private,Computer Science,Vigan,88.91,Male
1695,Gonzales,Maria,58661,Public,Psychology,Laoag,99.89,Male
1696,Mendoza,Rosa,80208,Private,Literature,Laoag,98.5,Female
1697,Cruz,Carlos,73434,Public,Literature,Laoag,89.37,Male
1698,Lopez,Luisa,61060,Private,Engineering,Vigan,97.82,Female
1699,Mendoza,Elena,99562,Public,Economics,Baguio,89.95,Male
1700,Gonzales,Miguel,72700,Private,Economics,Santa,85.81,Male
1701,Mendoza,Elena,38031,Public,Computer Science,Santa,85.17,Male
1702,Mendoza,Ana,74755,Private,Economics,Candon,96.54,Male
1703,Torres,Juan,62825,Public,Literature,Narvacan,91.05,Male
1704,Flores,Elena,43773,Private,Literature,Laoag,87.36,Female
1705,Torres,Juan,44854,Public,History,Cervantes,87.6,Male
1706,Gonzales,Ana,73020,Private,Biology,Santa,99.12,Male
1707,Cruz,Juan,64711,Public,Biology,Tagudin,94.48,Female
1708,Flores,Ana,90555,Private,Economics,San Fernando,95.05,Male
1709,Santos,Juan,66603,Public,Finance,Vigan,89.38,Female
1710,Gonzales,Rosa,78020,Private,Accountancy,Narvacan,99.85,Male
1711,Reyes,Luisa,39987,Public,Sociology,Baguio,86.67,Female
1712,Gonzales,Miguel,64814,Private,Biology,Narvacan,96.97,Female
1713,Cruz,Carlos,84715,Public,Computer Science,Laoag,99.54,Female
1714,Lopez,Elena,97900,Private,Computer Science,Narvacan,90.38,Female
1715,Garcia,Elena,44332,Public,Literature,Narvacan,95,Male
1716,Cruz,Rosa,76489,Private,Computer Science,San Fernando,95.22,Male
1717,Garcia,Jose,86292,Public,History,Vigan,95.27,Male
1718,Rivera,Luisa,74142,Private,Finance,Tagudin,89.95,Male
1719,Mendoza,Ana,50047,Public,Economics,Narvacan,91.19,Female
1720,Cruz,Rosa,83903,Private,Literature,Vigan,89.53,Male
1721,Lopez,Carlos,61201,Public,Psychology,Tagudin,90.74,Female
1722,Torres,Rosa,34043,Private,Economics,Batac,93.34,Female
1723,Gonzales,Maria,42242,Public,Engineering,Santa,96.5,Male
1724,Lopez,Jose,94062,Private,Finance,Cervantes,85.54,Female
1725,Rivera,Maria,86193,Public,Biology,Tagudin,91.19,Male
1726,Cruz,Luisa,73485,Private,History,Candon,98.35,Female
1727,Torres,Juan,85324,Public,Engineering,San Fernando,95.59,Male
1728,Garcia,Pedro,56578,Private,Computer Science,Tagudin,99.63,Male
1729,Gonzales,Pedro,90250,Public,Literature,Batac,92.69,Female
1730,Garcia,Ana,89725,Private,Sociology,Santa,98.46,Female
1731,Mendoza,Jose,50600,Public,Economics,Santa,91.05,Female
1732,Garcia,Rosa,49113,Private,Economics,Vigan,98.15,Male
1733,Rivera,Juan,81981,Public,Computer Science,Candon,97.22,Female
1734,Torres,Ana,65874,Private,Biology,Laoag,93.72,Female
1735,Reyes,Carlos,68497,Public,History,Baguio,97.68,Female
1736,Santos,Pedro,37707,Private,Biology,Laoag,86.79,Male
1737,Gonzales,Jose,31744,Public,Finance,Batac,90.99,Female
1738,Cruz,Jose,91239,Private,Computer Science,Laoag,90.57,Male
1739,Garcia,Elena,57886,Public,Biology,Batac,94.58,Female
1740,Gonzales,Luisa,52731,Private,Engineering,Narvacan,92.41,Male
1741,Rivera,Luisa,31874,Public,Computer Science,Batac,87.25,Male
1742,Mendoza,Miguel,42598,Private,Literature,San Fernando,99.13,Female
1743,Torres,Juan,59223,Public,Literature,Tagudin,95.37,Male
1744,Cruz,Juan,65582,Private,Economics,Cervantes,89.38,Male
1745,Santos,Luisa,88557,Public,Economics,Batac,94.6,Female
1746,Santos,Carlos,82765,Private,Economics,Narvacan,96.7,Male
1747,Gonzales,Carlos,78376,Public,Sociology,San Fernando,93.58,Male
1748,Lopez,Ana,82893,Private,Accountancy,Santa,88.46,Female
1749,Flores,Pedro,81339,Public,Engineering,Candon,98.22,Male
1750,Cruz,Elena,70948,Private,Computer Science,Santa,98.67,Female
1751,Santos,Maria,78881,Public,Sociology,Cervantes,96.33,Male
1752,Rivera,Rosa,68331,Private,Literature,San Fernando,96.74,Female
1753,Garcia,Maria,73676,Public,Economics,Laoag,99.46,Female
1754,Garcia,Jose,59364,Private,Computer Science,San Fernando,90.11,Female
1755,Santos,Juan,85224,Public,Computer Science,Tagudin,96.12,Female
1756,Lopez,Carlos,49211,Private,History,Batac,96.65,Male
1757,Flores,Carlos,33922,Public,Biology,Tagudin,86.58,Female
1758,Reyes,Ana,77142,Private,Biology,Narvacan,87.92,Female
1759,Mendoza,Ana,99450,Public,Engineering,Batac,89.59,Male
1760,Gonzales,Maria,79240,Private,Finance,Baguio,91.56,Female
1761,Mendoza,Ana,96904,Public,History,Tagudin,99.65,Female
1762,Santos,Jose,92696,Private,Economics,Batac,96.2,Male
1763,Garcia,Luisa,42302,Public,Biology,Candon,85.55,Female
1764,Cruz,Maria,58756,Private,Psychology,Laoag,95.36,Male
1765,Cruz,Luisa,45174,Public,Sociology,Batac,96.77,Female
1766,Flores,Rosa,46694,Private,Biology,Vigan,98.75,Female
1767,Rivera,Jose,40930,Public,Psychology,Narvacan,94.9,Female
1768,Flores,Pedro,34603,Private,Psychology,San Fernando,92.69,Male
1769,Reyes,Pedro,64055,Public,Psychology,Santa,88.49,Male
1770,Flores,Elena,62346,Private,Engineering,Tagudin,92.65,Female
1771,Santos,Rosa,92256,Public,Sociology,Cervantes,87.81,Male
1772,Torres,Ana,74547,Private,Finance,Santa,99.88,Male
1773,Reyes,Juan,40601,Public,History,Candon,88.21,Female
1774,Cruz,Carlos,79417,Private,Psychology,Cervantes,96.81,Female
1775,Gonzales,Rosa,62194,Public,Engineering,Laoag,89.27,Male
1776,Garcia,Ana,86903,Private,Finance,Batac,88.27,Female
1777,Cruz,Rosa,53383,Public,Psychology,Cervantes,87.77,Female
1778,Lopez,Carlos,33025,Private,Accountancy,Tagudin,99.33,Male
1779,Santos,Jose,57858,Public,Sociology,Baguio,92.78,Female
1780,Flores,Rosa,53058,Private,Computer Science,Tagudin,95.91,Male
1781,Cruz,Miguel,82776,Public,History,Batac,93.62,Male
1782,Santos,Jose,40080,Private,Accountancy,Baguio,98.45,Female
1783,Garcia,Juan,83264,Public,Accountancy,Vigan,96.48,Male
1784,Flores,Rosa,76678,Private,Computer Science,Candon,95.68,Female
1785,Mendoza,Carlos,74512,Public,Sociology,San Fernando,95.47,Female
1786,Lopez,Elena,87834,Private,Biology,Santa,98.54,Male
1787,Rivera,Jose,81911,Public,Economics,Laoag,88.14,Female
1788,Rivera,Ana,67751,Private,Accountancy,Laoag,97.82,Female
1789,Torres,Elena,77593,Public,Computer Science,Vigan,94.61,Male
1790,Reyes,Juan,55125,Private,Computer Science,Baguio,96.66,Female
1791,Santos,Miguel,83542,Public,Economics,Baguio,90.23,Female
1792,Reyes,Pedro,52957,Private,Accountancy,Laoag,93.47,Female
1793,Reyes,Juan,73469,Public,Psychology,Santa,94.57,Male
1794,Rivera,Jose,82617,Private,Finance,Batac,88.17,Male
1795,Torres,Maria,31287,Public,Psychology,Santa,88.1,Male
1796,Torres,Carlos,69716,Private,History,Baguio,99.82,Male
1797,Cruz,Rosa,34776,Public,Sociology,Cervantes,98.58,Male
1798,Garcia,Elena,75296,Private,Psychology,Candon,94.71,Female
1799,Torres,Pedro,33823,Public,Engineering,Vigan,97.81,Female
1800,Torres,Rosa,41042,Private,Finance,Cervantes,95.28,Male
1801,Santos,Carlos,41441,Public,Sociology,Tagudin,96.1,Male
1802,Rivera,Carlos,35136,Private,Accountancy,Santa,94.08,Female
1803,Rivera,Luisa,99896,Public,Engineering,Santa,89.77,Female
1804,Flores,Pedro,48094,Private,Literature,San Fernando,97.85,Female
1805,Rivera,Maria,61618,Public,Psychology,Laoag,95.36,Male
1806,Torres,Rosa,53722,Private,Sociology,Narvacan,91.5,Female
1807,Santos,Juan,60645,Public,Sociology,Narvacan,94.37,Male
1808,Cruz,Rosa,59993,Private,Accountancy,Tagudin,97.34,Male
1809,Garcia,Rosa,69796,Public,Engineering,Vigan,94.64,Male
1810,Cruz,Maria,34533,Private,Computer Science,Tagudin,94.27,Male
1811,Mendoza,Luisa,68733,Public,Economics,Santa,86.56,Female
1812,Garcia,Elena,93782,Private,Accountancy,Vigan,97.13,Female
1813,Gonzales,Luisa,86090,Public,Psychology,San Fernando,95.93,Male
1814,Santos,Luisa,72725,Private,History,Candon,96.26,Male
1815,Cruz,Jose,31532,Public,Finance,Baguio,93.87,Female
1816,Flores,Elena,69690,Private,Literature,Vigan,98.91,Female
1817,Mendoza,Miguel,31760,Public,Economics,Narvacan,89.85,Female
1818,Cruz,Luisa,40066,Private,Accountancy,Tagudin,89.87,Male
1819,Reyes,Pedro,82233,Public,Computer Science,Tagudin,88.21,Male
1820,Cruz,Ana,72964,Private,Computer Science,Baguio,87.93,Male
1821,Gonzales,Ana,89293,Public,Sociology,Santa,95,Male
1822,Gonzales,Juan,36856,Private,Biology,Batac,94.11,Male
1823,Garcia,Miguel,56860,Public,Psychology,Laoag,86.91,Male
1824,Garcia,Pedro,67667,Private,History,Narvacan,87.91,Male
1825,Torres,Miguel,58886,Public,Economics,Narvacan,88.64,Female
1826,Cruz,Rosa,90660,Private,Psychology,Laoag,98.01,Female
1827,Gonzales,Ana,33501,Public,Psychology,Candon,88.63,Female
1828,Torres,Luisa,65020,Private,History,Cervantes,96.19,Female
1829,Mendoza,Elena,92305,Public,Economics,Tagudin,85.31,Male
1830,Flores,Carlos,33535,Private,Economics,Narvacan,97.44,Female
1831,Santos,Miguel,45194,Public,Sociology,Baguio,94.56,Male
1832,Cruz,Carlos,68249,Private,Psychology,Cervantes,91.73,Female
1833,Garcia,Carlos,55637,Public,Literature,Santa,91.69,Female
1834,Garcia,Jose,41245,Private,Accountancy,Cervantes,90.51,Male
1835,Cruz,Elena,81885,Public,Engineering,San Fernando,95.08,Female
1836,Torres,Jose,62342,Private,History,Laoag,97.03,Female
1837,Flores,Juan,58800,Public,Computer Science,Baguio,94.38,Male
1838,Rivera,Rosa,71608,Private,Sociology,Vigan,91.38,Female
1839,Cruz,Rosa,93513,Public,Accountancy,Cervantes,97.18,Female
1840,Reyes,Juan,56976,Private,Biology,Candon,85.97,Female
1841,Rivera,Elena,34895,Public,Literature,Batac,96.02,Male
1842,Lopez,Maria,91452,Private,Computer Science,San Fernando,92.24,Male
1843,Mendoza,Juan,48603,Public,Sociology,Laoag,96.17,Male
1844,Flores,Carlos,78724,Private,Economics,Baguio,92.16,Male
1845,Mendoza,Jose,52966,Public,Economics,Vigan,91.73,Male
1846,Rivera,Jose,64724,Private,Engineering,Candon,96.88,Male
1847,Gonzales,Miguel,89790,Public,Finance,Batac,90.99,Male
1848,Gonzales,Ana,65994,Private,Engineering,Baguio,89.16,Male
1849,Cruz,Jose,49618,Public,History,Candon,87.7,Male
1850,Gonzales,Elena,75785,Private,History,Laoag,87.71,Male
1851,Gonzales,Miguel,52534,Public,Biology,Tagudin,86.7,Male
1852,Flores,Rosa,83726,Private,Biology,Tagudin,86.7,Female
1853,Garcia,Maria,64678,Public,History,Batac,94.56,Female
1854,Rivera,Juan,94690,Private,Sociology,Vigan,91.46,Female
1855,Mendoza,Juan,68603,Public,Psychology,Cervantes,89.94,Male
1856,Mendoza,Elena,40100,Private,History,Tagudin,97.71,Male
1857,Rivera,Pedro,67934,Public,Finance,Laoag,94.81,Female
1858,Torres,Maria,59971,Private,Biology,Vigan,87.68,Female
1859,Torres,Ana,49943,Public,Psychology,Vigan,93.65,Male
1860,Flores,Pedro,83966,Private,Engineering,San Fernando,86.38,Female
1861,Reyes,Jose,67664,Public,Psychology,Candon,98.88,Male
1862,Mendoza,Jose,48939,Private,Engineering,Vigan,96.05,Female
1863,Mendoza,Rosa,78124,Public,Economics,Batac,97.56,Male
1864,Reyes,Miguel,72208,Private,Psychology,Candon,92.01,Female
1865,Lopez,Maria,43887,Public,Engineering,Baguio,96.92,Female
1866,Gonzales,Elena,32582,Private,Economics,Cervantes,93.91,Female
1867,Santos,Juan,81969,Public,Literature,Vigan,90.61,Male
1868,Flores,Luisa,66688,Private,Accountancy,Batac,97.29,Female
1869,Gonzales,Pedro,90498,Public,Literature,Narvacan,89.55,Male
1870,Cruz,Elena,72000,Private,Finance,Baguio,85.22,Female
1871,Torres,Ana,71284,Public,Engineering,Tagudin,86.48,Male
1872,Santos,Pedro,31381,Private,Computer Science,Vigan,95.22,Male
1873,Rivera,Maria,99465,Public,Computer Science,Narvacan,93,Male
1874,Garcia,Jose,84627,Private,Biology,Baguio,88.63,Female
1875,Reyes,Elena,73970,Public,Biology,Tagudin,93.77,Female
1876,Reyes,Juan,40516,Private,Biology,Tagudin,95.25,Female
1877,Mendoza,Maria,54283,Public,Computer Science,Santa,85.5,Female
1878,Gonzales,Carlos,99694,Private,Sociology,Narvacan,99.05,Female
1879,Reyes,Elena,99282,Public,Accountancy,Santa,92.48,Female
1880,Cruz,Carlos,90160,Private,Psychology,Tagudin,98.26,Male
1881,Mendoza,Jose,77337,Public,Literature,Candon,88.95,Male
1882,Flores,Ana,62572,Private,Biology,Candon,99.54,Female
1883,Gonzales,Rosa,62497,Public,Accountancy,Laoag,91.94,Female
1884,Gonzales,Luisa,35935,Private,Accountancy,Narvacan,98.59,Female
1885,Garcia,Miguel,75135,Public,Engineering,San Fernando,93.03,Male
1886,Cruz,Luisa,73183,Private,Economics,Cervantes,88.16,Male
1887,Garcia,Ana,68300,Public,History,Tagudin,91.22,Male
1888,Garcia,Rosa,58487,Private,Psychology,Vigan,99.77,Male
1889,Flores,Elena,92720,Public,Finance,Narvacan,92.5,Female
1890,Mendoza,Miguel,35881,Private,Literature,Vigan,90.05,Female
1891,Santos,Juan,64237,Public,Sociology,Narvacan,93.53,Female
1892,Cruz,Miguel,65233,Private,Biology,Santa,87.66,Female
1893,Torres,Maria,51848,Public,Finance,Laoag,88.88,Male
1894,Mendoza,Luisa,91184,Private,Accountancy,Narvacan,97.96,Male
1895,Reyes,Jose,99473,Public,Engineering,Vigan,92.37,Female
1896,Mendoza,Pedro,80703,Private,Finance,Cervantes,88.87,Female
1897,Gonzales,Miguel,40964,Public,Economics,San Fernando,89.97,Male
1898,Santos,Miguel,92622,Private,Economics,Tagudin,88.24,Female
1899,Gonzales,Maria,87715,Public,Computer Science,Baguio,86.53,Male
1900,Santos,Jose,85535,Private,Economics,Narvacan,99.56,Female
1901,Mendoza,Luisa,31095,Public,Literature,Narvacan,90.37,Female
1902,Cruz,Maria,51717,Private,History,Candon,97.09,Female
1903,Torres,Carlos,73515,Public,Literature,Batac,99.01,Male
1904,Santos,Miguel,94175,Private,Economics,Baguio,93.22,Male
1905,Rivera,Rosa,59788,Public,Accountancy,Santa,89.97,Female
1906,Reyes,Pedro,35571,Private,Biology,Tagudin,94.59,Female
1907,Mendoza,Carlos,81938,Public,Finance,Candon,91,Female
1908,Flores,Luisa,72470,Private,History,Vigan,91.84,Male
1909,Rivera,Jose,92383,Public,Psychology,Santa,90.85,Female
1910,Cruz,Miguel,59712,Private,Economics,Baguio,85.31,Male
1911,Rivera,Rosa,55722,Public,Sociology,Santa,92.07,Female
1912,Cruz,Ana,35269,Private,History,Candon,97.3,Female
1913,Reyes,Jose,53350,Public,Psychology,Vigan,97.67,Male
1914,Rivera,Pedro,85823,Private,Economics,Candon,99.72,Female
1915,Cruz,Miguel,71845,Public,Economics,Laoag,91.23,Male
1916,Gonzales,Ana,34825,Private,Computer Science,Narvacan,85.86,Female
1917,Rivera,Pedro,34350,Public,Biology,Candon,93.06,Male
1918,Rivera,Rosa,67858,Private,Literature,Laoag,85.22,Female
1919,Rivera,Juan,86858,Public,Literature,Cervantes,89.22,Female
1920,Rivera,Luisa,39880,Private,Psychology,Batac,86.21,Male
1921,Garcia,Elena,65454,Public,Psychology,Santa,90.42,Female
1922,Mendoza,Maria,94753,Private,Biology,Batac,91.21,Female
1923,Santos,Juan,78092,Public,Biology,Cervantes,95.81,Male
1924,Cruz,Luisa,33310,Private,Sociology,Cervantes,99.54,Female
1925,Reyes,Luisa,97404,Public,Biology,Santa,99.68,Male
1926,Rivera,Pedro,97205,Private,Literature,Cervantes,97.34,Female
1927,Lopez,Pedro,76843,Public,Accountancy,San Fernando,96.55,Male
1928,Reyes,Jose,47431,Private,Accountancy,Tagudin,88.2,Female
1929,Lopez,Jose,58454,Public,Biology,Cervantes,94.16,Female
1930,Mendoza,Carlos,78890,Private,Engineering,Tagudin,94.42,Male
1931,Lopez,Elena,30492,Public,Accountancy,Candon,86.82,Female
1932,Santos,Rosa,39965,Private,Engineering,Laoag,95.48,Male
1933,Gonzales,Pedro,30123,Public,Literature,Laoag,93.05,Female
1934,Gonzales,Miguel,82948,Private,Sociology,San Fernando,95.97,Female
1935,Flores,Maria,73463,Public,Biology,Baguio,98.76,Female
1936,Mendoza,Elena,66281,Private,Sociology,Vigan,86.38,Female
1937,Torres,Carlos,63860,Public,Economics,Baguio,93.97,Female
1938,Santos,Juan,89706,Private,Psychology,Tagudin,89.59,Female
1939,Santos,Ana,41217,Public,Economics,Cervantes,96.32,Female
1940,Santos,Pedro,42785,Private,Accountancy,Vigan,96.04,Female
1941,Garcia,Ana,97361,Public,Psychology,San Fernando,98.34,Female
1942,Torres,Maria,84004,Private,Computer Science,Vigan,91.97,Male
1943,Mendoza,Ana,72290,Public,Biology,Narvacan,91.76,Female
1944,Cruz,Jose,92038,Private,Psychology,Vigan,89.39,Female
1945,Gonzales,Miguel,77164,Public,Computer Science,Batac,93.45,Male
1946,Cruz,Jose,59974,Private,Biology,Baguio,90.67,Female
1947,Garcia,Pedro,40998,Public,History,Cervantes,98.58,Male
1948,Flores,Rosa,56306,Private,History,Cervantes,86.57,Female
1949,Rivera,Luisa,74387,Public,Psychology,Baguio,93.63,Male
1950,Reyes,Elena,30445,Private,Literature,Tagudin,96.34,Male
1951,Rivera,Pedro,78029,Public,Biology,Vigan,95.84,Male
1952,Lopez,Rosa,47634,Private,Sociology,Narvacan,89.21,Male
1953,Santos,Carlos,59184,Public,Engineering,Narvacan,85.01,Male
1954,Santos,Juan,94552,Private,History,Narvacan,92.61,Female
1955,Flores,Elena,48388,Public,Finance,Batac,86.48,Female
1956,Garcia,Rosa,34773,Private,History,Narvacan,91.81,Male
1957,Mendoza,Luisa,78854,Public,Accountancy,Laoag,98.77,Female
1958,Rivera,Jose,90386,Private,Finance,Narvacan,94.79,Female
1959,Flores,Luisa,51969,Public,Economics,Cervantes,96.52,Female
1960,Flores,Luisa,74484,Private,Finance,Vigan,93.58,Male
1961,Rivera,Carlos,38301,Public,Literature,Tagudin,95.65,Female
1962,Rivera,Carlos,43325,Private,Literature,Candon,86.65,Male
1963,Mendoza,Pedro,43349,Public,Finance,Narvacan,93.54,Female
1964,Cruz,Miguel,73081,Private,Psychology,Vigan,87.85,Female
1965,Santos,Jose,89954,Public,Economics,Laoag,90,Female
1966,Torres,Ana,57244,Private,History,Cervantes,96.95,Female
1967,Cruz,Rosa,78767,Public,Computer Science,Tagudin,95.22,Female
1968,Rivera,Jose,38742,Private,History,Cervantes,91.63,Male
1969,Garcia,Elena,67486,Public,History,Candon,99.45,Male
1970,Garcia,Elena,34378,Private,Finance,Laoag,86.06,Female
1971,Flores,Miguel,49460,Public,Biology,Vigan,87.54,Female
1972,Rivera,Miguel,44423,Private,History,Laoag,94.17,Female
1973,Lopez,Juan,63742,Public,Biology,Vigan,85,Female
1974,Santos,Miguel,52622,Private,Finance,Candon,86.33,Female
1975,Lopez,Carlos,59166,Public,Engineering,Laoag,97.27,Female
1976,Torres,Elena,64650,Private,Engineering,Tagudin,98.25,Male
1977,Reyes,Luisa,53126,Public,Sociology,Cervantes,85.13,Female
1978,Rivera,Rosa,67568,Private,Biology,Baguio,86.49,Female
1979,Gonzales,Elena,59155,Public,Sociology,Tagudin,98.35,Female
1980,Torres,Maria,43936,Private,Accountancy,Santa,99.8,Female
1981,Garcia,Luisa,59847,Public,Economics,San Fernando,85.02,Male
1982,Mendoza,Pedro,86062,Private,Engineering,Batac,98.36,Female
1983,Lopez,Ana,38481,Public,Psychology,Baguio,88.16,Female
1984,Flores,Pedro,37481,Private,Accountancy,Narvacan,89.14,Male
1985,Rivera,Luisa,31541,Public,Engineering,Cervantes,87.74,Male
1986,Rivera,Luisa,54220,Private,Computer Science,Candon,91.95,Male
1987,Flores,Elena,99683,Public,Psychology,Santa,94.19,Male
1988,Torres,Juan,81389,Private,Sociology,Baguio,93.72,Male
1989,Mendoza,Rosa,93617,Public,Sociology,Narvacan,92.89,Male
1990,Garcia,Rosa,51216,Private,Economics,Tagudin,92.94,Female
1991,Flores,Maria,78090,Public,Biology,Laoag,89.13,Female
1992,Mendoza,Ana,79553,Private,Engineering,Cervantes,96.28,Female
1993,Flores,Miguel,59886,Public,Psychology,Tagudin,88.9,Male
1994,Garcia,Rosa,72079,Private,Literature,Batac,95.58,Female
1995,Lopez,Maria,81403,Public,Psychology,Narvacan,89.61,Male
1996,Torres,Rosa,51620,Private,Literature,Candon,97.37,Male
1997,Reyes,Luisa,49668,Public,History,Laoag,86.9,Female
1998,Torres,Miguel,88854,Private,Sociology,Candon,94.97,Male
1999,Torres,Carlos,91590,Public,Engineering,Cervantes,94.82,Female
2000,Cruz,Rosa,40624,Private,Sociology,Batac,99.44,Male
